PLAYER,SEASON,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,ALLSTAR
Day'Ron Sharpe,2022,BKN,21,32,16,16,10.2,4,1.7,3.1,54,0.1,0.2,66.7,0.5,0.8,59.3,1.7,2.2,3.8,0.7,0.8,0.2,0.5,1.9,10.8,1,0,-2.3,0
Luke Kornet,2022,BOS,27,51,34,17,11.9,4,1.7,2.4,69.7,0.1,0.2,33.3,0.6,0.7,85.3,1.3,1.6,2.9,0.7,0.4,0.2,0.8,1.4,11.1,0,0,1.4,0
Orlando Robinson,2022,MIA,22,29,17,12,13.7,3.9,1.6,3,53.5,0,0.2,0,0.7,1,72.4,1.5,2.6,4.1,0.7,0.5,0.4,0.4,1.8,11.8,0,0,0,0
Nathan Knight,2022,MIN,25,33,16,17,8.1,3.8,1.3,2.2,56.8,0.2,0.6,38.1,1.1,1.5,68.6,0.6,0.9,1.5,0.4,0.5,0.3,0.2,1.1,7,0,0,-0.2,0
Matt Ryan,2022,MIN,26,32,14,18,9.5,3.8,1.3,3.3,37.4,1,2.6,38.6,0.3,0.4,83.3,0.1,0.7,0.8,0.5,0.2,0.2,0,0.8,5.8,0,0,0.7,0
Furkan Korkmaz,2022,PHI,25,25,17,8,10.2,3.8,1.3,3.1,41,0.5,1.4,34.3,0.8,1.2,65.5,0.2,0.9,1.2,0.7,0.6,0.2,0.1,0.4,6.8,0,0,-1.1,0
Bismack Biyombo,2022,PHX,30,46,25,21,13.9,3.8,1.7,3,57.2,0,0,0,0.3,1.1,31.4,1.1,3,4.1,0.9,0.9,0.3,1.3,1.8,14,2,0,1.2,0
Jamaree Bouyea,2022,WAS,24,4,2,2,16.3,3.8,1.5,3.3,46.2,0.5,1.3,40,0.3,0.5,50,0.3,1,1.3,1,1,1,0.5,1.3,10.3,0,0,-5.3,0
Daishen Nix,2022,HOU,21,41,11,30,15.5,3.7,1.2,3.5,34.5,0.7,2.3,30.9,0.5,0.8,71,0.3,1.4,1.7,2.5,1.4,0.6,0.1,1,10.5,0,0,-1,0
Jericho Sims,2022,NYK,24,47,27,20,16.3,3.7,1.7,2.2,76.9,0,0,0,0.3,0.3,75,2,2.9,4.9,0.5,0.5,0.3,0.6,1.9,12.5,2,0,-1.7,0
Simone Fontecchio,2022,UTA,27,31,17,14,9.6,3.6,1.3,3.5,36.1,0.8,2.4,32,0.4,0.5,68.8,0.5,0.6,1.1,0.5,0.6,0.1,0.2,0.9,6.2,0,0,-3.3,0
Taj Gibson,2022,WAS,38,36,17,19,9.8,3.6,1.4,2.6,54.7,0.1,0.4,25,0.6,0.9,68.8,0.7,1.2,1.9,0.8,0.5,0.4,0.3,1.9,8.5,0,0,1,0
Max Christie,2022,LAL,20,35,14,21,14.2,3.6,1.2,2.9,41.7,0.7,1.8,41.9,0.4,0.5,87.5,0.2,1.9,2.1,0.5,0.4,0.2,0.2,0.9,7.9,0,0,-1.8,0
Kevon Harris,2022,ORL,26,27,10,17,12.4,3.6,1.2,2.9,41.6,0.4,1,39.3,0.8,1,81.5,0.9,1.1,2,0.4,0.6,0.5,0.1,1.3,7.8,0,0,0.4,0
Bryn Forbes,2022,MIN,29,25,9,16,10.7,3.6,1.2,3.3,36.1,0.6,1.8,30.4,0.6,0.6,100,0.2,0.4,0.6,0.7,0.5,0.3,0.1,0.9,5.9,0,0,-1.9,0
Markieff Morris,2022,DAL,33,27,16,11,10.6,3.6,1.2,3,40.2,0.7,1.8,40.8,0.4,0.4,100,0.5,1.7,2.2,0.9,0.5,0.3,0.2,1.2,8.5,1,0,1.1,0
Christian Koloko,2022,TOR,23,45,21,24,14.6,3.5,1.4,2.8,48.8,0,0.2,11.1,0.8,1.2,66,1.6,1.7,3.2,0.5,0.4,0.3,1.1,2.4,11.8,0,0,2.8,0
Dominick Barlow,2022,SAS,20,10,0,10,9.5,3.5,1.3,2.5,52,0,0.4,0,0.9,1,90,1.3,1,2.3,0.7,0.6,0.2,0.2,1.8,7.9,0,0,-3.3,0
Jordan McLaughlin,2022,MIN,27,24,13,11,15.3,3.5,1.4,3.4,40.7,0.4,1.7,22,0.4,0.4,100,0.5,1,1.6,3.2,0.8,0.8,0.1,0.5,12,0,0,3.3,0
Miles McBride,2022,NYK,22,47,26,21,12.6,3.4,1.2,3.5,33.7,0.6,2.2,28.8,0.5,0.7,68.8,0.2,0.6,0.9,1.2,0.4,0.6,0,1,7.6,0,0,1.7,0
P.J. Tucker,2022,PHI,38,55,36,19,25.7,3.4,1.2,2.9,43,0.7,1.7,40.2,0.3,0.3,88.9,1.3,2.6,3.9,0.8,0.7,0.5,0.2,2.4,10.8,0,0,2,0
Gorgui Dieng,2022,SAS,33,19,2,17,10.2,3.4,1.3,3.2,40,0.6,2.2,29.3,0.3,0.3,83.3,0.9,1.8,2.8,1.5,0.8,0.1,0.4,1.5,9.6,0,0,-2.6,0
Richaun Holmes,2022,SAC,29,33,16,17,9.1,3.3,1.4,2.1,68.1,0.1,0.1,75,0.4,0.5,80,0.7,1.4,2.2,0.2,0.4,0.1,0.3,1.4,7,1,0,-1.2,0
Goga Bitadze,2022,ORL,23,21,8,13,9.6,3.3,1.3,2.5,51.9,0.2,0.7,28.6,0.5,1.1,45.8,1.2,1.1,2.3,0.9,0.6,0.4,0.5,1.6,9.5,1,0,0.7,0
Rodney McGruder,2022,DET,31,21,3,18,10.4,3.2,1,2.7,38.6,0.8,2,39,0.4,0.5,72.7,0.5,0.8,1.3,0.7,0.3,0.2,0,0.7,6.2,0,0,1.4,0
Wesley Matthews,2022,MIL,36,39,29,10,15.6,3.2,1,3,33.1,0.8,2.4,32.6,0.4,0.5,85,0.8,1.5,2.2,0.5,0.4,0.4,0.3,1.4,8.4,0,0,1.6,0
Jake LaRavia,2022,MEM,21,30,20,10,12.7,3.2,1.1,2.9,39.5,0.7,2.1,33.9,0.2,0.3,77.8,0.5,1.4,2,0.7,0.6,0.4,0.1,1.6,7.6,0,0,-2.2,0
Josh Minott,2022,MIN,20,11,5,6,6.2,3.2,1.3,2.5,51.9,0.1,0.4,25,0.5,0.5,100,0.5,1.5,2,0.3,0,0.3,0.5,0.6,8.4,1,0,2.9,0
Usman Garuba,2022,HOU,21,51,12,39,13.6,3.2,1.3,2.4,52.9,0.3,0.6,46.9,0.4,0.7,52.8,1.7,2.8,4.5,0.9,0.7,0.7,0.5,1.7,12.8,0,0,-3.6,0
Jason Preston,2022,LAC,23,13,3,10,9.4,3.2,1.4,3.2,43.9,0.4,1.4,27.8,0,0.2,0,0.2,1.5,1.7,2.1,0.8,0.2,0,0.5,8,0,0,-0.7,0
Anthony Gill,2022,WAS,30,41,17,24,10,3.1,1.2,2,60.7,0.1,0.5,15.8,0.6,0.7,82.8,0.5,0.9,1.4,0.5,0.2,0.1,0.2,1.2,6.3,0,0,0,0
Moussa Diabate,2022,LAC,21,17,8,9,10,3.1,1.2,2.4,52.5,0.1,0.1,50,0.6,0.9,62.5,1.7,0.9,2.6,0.2,0.5,0.3,0.4,0.8,8,0,0,-1.1,0
Jordan Hall,2022,SAS,21,9,1,8,9.2,3.1,1,3.1,32.1,0.3,1.7,20,0.8,1,77.8,0.3,1,1.3,1.2,0.8,0.1,0,0.7,6.1,0,0,-2.7,0
Paul Reed,2022,PHI,24,44,28,16,9.6,3.1,1.4,2.3,58.3,0,0.1,0,0.4,0.5,72.7,1.2,2,3.2,0.3,0.6,0.6,0.6,1.9,10.6,3,0,-1.7,0
Raul Neto,2022,CLE,31,39,26,13,10.3,3.1,1.1,2.2,51.2,0.3,0.9,31.4,0.6,0.6,92,0.2,0.8,0.9,1.4,0.4,0.4,0.1,0.9,7.4,0,0,0.8,0
Danny Green,2022,CLE,36,4,1,3,13.8,3,1,3.8,26.7,1,2.8,36.4,0,0,0,0.3,1,1.3,0.5,0.8,0.5,0,1.5,6,0,0,-2.3,0
Neemias Queta,2022,SAC,23,4,1,3,6.1,3,1.5,2,75,0,0,0,0,0.5,0,1,1.3,2.3,0.3,0.3,0,0.3,1.8,6.6,0,0,-7.8,0
Trevelin Queen,2022,IND,26,7,2,5,10,3,1,4.1,24.1,0.3,2.1,13.3,0.7,0.7,100,1.1,1.3,2.4,0.9,1,0.3,0.7,0.6,9.2,0,0,2,0
Tyler Dorsey,2022,DAL,27,3,2,1,2.8,3,1.3,1.7,80,0.3,0.7,50,0,0,0,0.3,0.3,0.7,0,0,0,0,0,3.8,0,0,0.7,0
Juancho Hernangomez,2022,TOR,27,41,20,21,14.8,3,1.2,2.8,42.5,0.4,1.6,25.8,0.2,0.4,56.3,0.7,2.3,3,0.6,0.4,0.4,0.1,1,8.7,1,0,0.3,0
Boban Marjanovic,2022,HOU,34,19,1,18,4.4,2.9,1.1,1.7,65.6,0,0.1,0,0.7,0.9,82.4,0.5,1.1,1.5,0.2,0.3,0.1,0.1,0.2,5.1,0,0,1.8,0
David Duke Jr.,2022,BKN,23,16,7,9,8.8,2.9,1.3,3,43.8,0,0.4,0,0.3,0.5,50,0.4,0.6,0.9,0.8,0.8,0.4,0.1,1.6,5.6,0,0,-1.9,0
Robin Lopez,2022,CLE,35,30,22,8,7.9,2.9,1.2,1.9,64.3,0.1,0.1,66.7,0.4,0.5,75,0.6,0.7,1.3,0.4,0.7,0,0.1,1.1,5,0,0,-1.1,0
Matisse Thybulle,2022,POR,26,51,33,18,12.7,2.9,1.1,2.5,43.4,0.5,1.4,34.7,0.2,0.2,75,0.4,1,1.4,0.5,0.2,1,0.3,1.4,9,0,0,1.6,0
McKinley Wright IV,2022,DAL,24,20,11,9,10.3,2.9,1.2,2.5,46.9,0.2,0.7,28.6,0.4,0.6,63.6,0.3,1,1.3,1.9,0.6,0.4,0.2,0.9,8.1,0,0,-2.2,0
Juan Toscano-Anderson,2022,UTA,30,31,12,19,12.6,2.8,1.2,2.3,50.7,0.2,0.7,22.7,0.4,0.5,73.3,0.5,1.8,2.3,0.8,0.6,0.4,0.2,1.5,8,0,0,-2.8,0
Ish Smith,2022,DEN,34,30,20,10,10.4,2.8,1.4,3.3,41.8,0.1,0.2,33.3,0,0.1,50,0.1,1.3,1.4,2.4,1.2,0.2,0.2,0.9,8.2,0,0,-1.2,0
Jabari Walker,2022,POR,20,38,19,19,8.8,2.8,1.1,2.3,44.9,0.1,0.6,21.7,0.6,0.8,72.4,0.8,1.3,2.1,0.5,0.4,0.1,0.2,1,6.5,0,0,-0.5,0
Trent Forrest,2022,ATL,25,18,6,12,13.3,2.8,1.3,2.8,48,0,0.1,0,0.1,0.2,66.7,0.3,1.3,1.6,1.7,0.6,0.3,0.1,0.9,8.1,0,0,-2.9,0
Dru Smith,2022,BKN,25,8,4,4,12.1,2.8,1.3,2.9,43.5,0.3,1.3,20,0,0,0,0.1,1.8,1.9,1.3,0.3,1,0.4,1.6,10.8,0,0,-3.1,0
Kai Jones,2022,CHA,22,27,6,21,8.8,2.7,1.1,2.2,52.5,0.1,0.4,27.3,0.3,0.4,66.7,0.7,1.2,1.9,0.2,0.3,0.2,0.4,1.1,6.7,0,0,0.8,0
Damian Jones,2022,UTA,28,23,6,17,8,2.7,1,1.8,56.1,0,0.1,0,0.7,1,72.7,0.8,1.7,2.5,0.2,0.4,0.1,0.6,0.9,7.8,1,0,-1,0
Frank Kaminsky,2022,HOU,30,28,11,17,7,2.7,0.9,1.8,52,0.4,0.9,42.3,0.4,0.5,85.7,0.1,1.3,1.4,1,0.3,0.2,0.1,0.8,6.4,0,0,-0.1,0
Ron Harper Jr.,2022,TOR,23,3,2,1,3.1,2.7,1,1.7,60,0.7,1,66.7,0,0,0,0.3,0.3,0.7,0,0,0,0,0,3.5,0,0,2,0
Terry Taylor,2022,CHI,23,26,9,17,8.8,2.7,1.2,2.5,46.2,0.2,0.7,22.2,0.2,0.3,71.4,0.8,0.7,1.5,0.4,0.3,0.1,0.2,0.9,5.6,0,0,-0.6,0
A.J. Lawson,2022,DAL,22,13,5,8,4.8,2.6,1,2,50,0.5,1.2,43.8,0.1,0.2,33.3,0.2,0.6,0.8,0.1,0.1,0.1,0,0.6,3.8,0,0,-1.1,0
JT Thor,2022,CHA,20,47,12,35,10.8,2.6,0.9,2.5,37.3,0.3,1.3,25,0.4,0.6,62.1,0.5,1.2,1.7,0.4,0.5,0.2,0.2,0.8,6.2,0,0,-1.3,0
Frank Ntilikina,2022,DAL,24,36,17,19,12,2.5,0.9,2.7,35.1,0.3,1.4,21.2,0.3,0.5,66.7,0.1,1.1,1.3,1.1,0.7,0.2,0.1,1.4,6.1,0,0,-0.2,0
Kennedy Chandler,2022,MEM,20,24,15,9,9.2,2.5,1.1,2.8,39.4,0.1,0.6,14.3,0.2,0.5,45.5,0.3,1,1.3,1.9,0.7,0.4,0.2,0.5,8,0,0,-1.9,0
Jaden Springer,2022,PHI,20,7,7,0,3.7,2.4,1,1.7,58.3,0,0,0,0.4,0.6,75,0.6,0.4,1,0.1,0.1,0.3,0.3,1,5.4,0,0,-1.9,0
Sandro Mamukelashvili,2022,SAS,24,24,17,7,9,2.4,0.8,2.4,32.8,0.3,1.3,21.9,0.5,0.8,66.7,0.8,1.6,2.3,0.7,0.4,0.2,0.2,0.8,6.9,0,0,0.1,0
Svi Mykhailiuk,2022,CHA,26,14,9,5,4.6,2.4,0.8,1.7,45.8,0.6,1.1,50,0.2,0.4,50,0.1,0.6,0.6,0.1,0.2,0.1,0,0.1,3.2,0,0,1.7,0
Andre Iguodala,2022,GSW,39,3,1,2,14.1,2.3,1,1.3,75,0.3,0.7,50,0,0,0,0.3,2,2.3,1.7,1.7,0.3,0.3,1.7,8,0,0,6,0
Garrett Temple,2022,NOP,37,18,11,7,7.2,2.3,0.8,1.9,42.9,0.5,1.2,42.9,0.2,0.2,75,0.1,0.5,0.6,0.6,0.2,0.5,0.1,0.8,5.4,0,0,-0.7,0
Scotty Pippen Jr.,2022,LAL,22,6,1,5,5.3,2.3,0.7,2,33.3,0.2,0.5,33.3,0.8,1.5,55.6,0.3,0.3,0.7,0.3,0.3,0.3,0.2,0.5,4.8,0,0,-0.2,0
Davon Reed,2022,LAL,28,37,24,13,8.8,2.3,0.7,2.2,32.9,0.5,1.2,37.8,0.4,0.5,75,0.3,1.3,1.5,0.5,0.5,0.4,0.1,1,5.8,0,0,-2.1,0
Nerlens Noel,2022,BKN,29,14,2,12,10.8,2.3,0.9,2.1,40,0.1,0.1,50,0.5,0.7,70,0.5,2.1,2.6,0.5,0.6,0.9,0.6,1.8,10.4,0,0,-4.4,0
Trevor Hudgins,2022,HOU,24,4,0,4,6.7,2.3,0.5,2.3,22.2,0.5,2,25,0.8,0.8,100,0,0,0,0.8,0.3,0,0,0.3,3.1,0,0,0.3,0
James Johnson,2022,IND,36,12,5,7,8.1,2.2,0.8,2.3,37,0.3,0.8,30,0.3,0.3,75,0.2,1.2,1.3,0.6,0.4,0.3,0.4,2,6.5,0,0,0.4,0
Khem Birch,2022,SAS,30,20,9,11,8.1,2.2,1,1.6,59.4,0.1,0.1,50,0.2,0.3,80,0.4,0.9,1.3,0.4,0.4,0.3,0.3,1.2,5.3,0,0,0.3,0
Kenneth Lofton Jr.,2022,MEM,20,8,5,3,3.9,2.1,0.9,2.3,38.9,0,0.4,0,0.4,0.6,60,0.1,0.5,0.6,0.5,0.3,0,0,0.6,3.4,0,0,-4.3,0
Keon Ellis,2022,SAC,23,9,4,5,4,2.1,0.7,1.1,60,0.6,0.9,62.5,0.2,0.3,66.7,0.3,0.4,0.8,0.3,0.1,0.2,0.1,0.7,4.4,0,0,0.2,0
Chris Silva,2022,DAL,26,1,1,0,3,2,1,1,100,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0
Jared Rhoden,2022,DET,23,1,0,1,12,2,1,3,33.3,0,1,0,0,0,0,0,1,1,0,0,0,0,3,3.2,0,0,1,0
Justin Champagnie,2022,BOS,22,3,2,1,3.6,2,1,1,100,0,0,0,0,0,0,0.3,1,1.3,0.3,0,0,0,0.3,4.1,0,0,-0.7,0
Stanley Umude,2022,DET,24,1,0,1,2.1,2,0,1,0,0,1,0,2,2,100,0,0,0,0,0,1,1,0,8,0,0,3,0
Theo Pinson,2022,DAL,27,32,15,17,7.2,2,0.6,1.8,33.9,0.5,1.3,35.7,0.3,0.3,81.8,0.3,0.9,1.2,0.9,0.3,0.1,0,0.8,4.8,0,0,-1.3,0
Ryan Rollins,2022,GSW,20,12,5,7,5.2,1.9,0.6,1.7,35,0.3,0.8,33.3,0.5,0.5,100,0.3,0.8,1,0.5,1.3,0.1,0.1,0.8,3,0,0,-3.9,0
Jeff Dowtin Jr.,2022,TOR,26,15,10,5,6.8,1.9,0.8,1.8,44.4,0.1,0.4,16.7,0.2,0.2,100,0.3,0.6,0.9,0.8,0.2,0.2,0.1,0.3,4.8,0,0,0.1,0
Udoka Azubuike,2022,UTA,23,24,13,11,5.7,1.8,0.9,1,87.5,0,0,0,0.1,0.3,33.3,0.5,1.5,2.1,0.3,0.4,0.1,0.3,0.5,5.4,0,0,-0.8,0
Alize Johnson,2022,SAS,27,4,1,3,7.4,1.8,0.8,1.5,50,0,0.5,0,0.3,0.5,50,0.5,2,2.5,0.3,1,0.3,0,0.8,4.9,0,0,3,0
Greg Brown III,2022,POR,21,16,10,6,5.8,1.8,0.7,1.8,39.3,0.1,0.4,14.3,0.3,0.8,41.7,0.1,1.1,1.2,0.2,0.4,0.3,0.3,0.8,4.8,0,0,-0.3,0
Quenton Jackson,2022,WAS,24,3,2,1,2.6,1.7,0.7,1,66.7,0.3,0.7,50,0,0,0,0.3,0,0.3,0.3,0,0,0,0.3,2.6,0,0,2,0
Mamadi Diakite,2022,CLE,26,16,12,4,6.2,1.6,0.7,1.6,42.3,0.3,0.9,26.7,0,0,0,0.2,0.6,0.8,0.1,0.4,0.1,0.4,0.8,3.8,0,0,-0.8,0
Peyton Watson,2022,DEN,20,12,8,4,3.2,1.6,0.8,1.4,52.9,0.1,0.2,50,0,0.2,0,0.3,0.4,0.7,0.1,0.2,0,0.1,0.2,2.6,0,0,-3.3,0
Tony Bradley,2022,CHI,25,12,5,7,2.8,1.6,0.5,1,50,0.3,0.4,60,0.3,0.3,100,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,3.2,0,0,0.9,0
Dalen Terry,2022,CHI,20,23,11,12,5,1.5,0.7,1.6,40.5,0.1,0.5,16.7,0.1,0.3,50,0.3,0.4,0.7,0.6,0.3,0.2,0.2,0.4,4.1,0,0,-0.4,0
Carlik Jones,2022,CHI,25,2,1,1,11.4,1.5,0.5,2.5,20,0,0.5,0,0.5,2,25,0.5,1,1.5,1,0.5,0,0,0.5,4.3,0,0,1,0
Cole Swider,2022,LAL,24,6,1,5,6.7,1.5,0.5,1.5,33.3,0.5,1.3,37.5,0,0,0,0.2,1,1.2,0.7,0,0,0,0.5,3.9,0,0,0.5,0
Jordan Schakel,2022,WAS,25,2,0,2,3.1,1.5,0.5,1,50,0.5,0.5,100,0,0,0,0,0,0,0.5,0,0.5,0,0.5,3.8,0,0,3,0
Kendall Brown,2022,IND,20,6,1,5,6.7,1.5,0.7,1.2,57.1,0,0.2,0,0.2,0.3,50,0.3,0.7,1,0.5,0.3,0.7,0,1.5,5.1,0,0,0.7,0
Wendell Moore Jr.,2022,MIN,21,24,13,11,5.8,1.5,0.6,1.5,40.5,0.1,0.7,12.5,0.2,0.2,80,0.1,0.6,0.7,0.7,0.3,0.3,0.2,0.5,4.3,0,0,-2,0
Matthew Dellavedova,2022,SAC,32,24,13,11,6.1,1.4,0.5,1.3,37.5,0.3,0.6,40,0.1,0.2,60,0,0.3,0.3,1.4,0.3,0.3,0,0.6,4.3,0,0,-1.4,0
Braxton Key,2022,DET,26,3,0,3,3,1.3,0.3,0.3,100,0,0,0,0.7,0.7,100,0,0.3,0.3,0,0,0,0,0,1.7,0,0,-1,0
Micah Potter,2022,UTA,25,3,2,1,4.8,1.3,0.7,0.7,100,0,0,0,0,0,0,0.3,0.7,1,0.7,0,0,0,0.7,3.5,0,0,0.7,0
Vit Krejci,2022,ATL,23,21,10,11,5.7,1.3,0.5,1.4,37.9,0.2,0.9,27.8,0,0.1,50,0.1,0.6,0.7,0.6,0.2,0.1,0,0.5,3.4,0,0,0,0
KZ Okpala,2022,SAC,24,35,19,16,7.1,1.3,0.5,1.1,42.1,0.2,0.6,33.3,0.2,0.2,87.5,0.2,0.8,1,0.4,0.2,0.2,0.2,1.1,4,0,0,-0.3,0
Facundo Campazzo,2022,DAL,32,8,2,6,6.5,1.3,0.4,1.6,23.1,0.4,1.4,27.3,0.1,0.3,50,0,0.3,0.3,1.1,0.4,0.8,0,0.4,5.1,0,0,1.4,0
PJ Dozier,2022,SAC,26,4,4,0,2.6,1.3,0.5,0.8,66.7,0.3,0.5,50,0,0,0,0,0.5,0.5,0,0,0.8,0,0,4.1,0,0,1.5,0
Johnny Davis,2022,WAS,21,13,6,7,4.7,1.2,0.5,1.4,33.3,0.1,0.3,25,0.2,0.2,100,0.1,0.5,0.6,0.2,0.2,0.1,0.1,1,2.5,0,0,-1.8,0
Tyrese Martin,2022,ATL,24,13,8,5,3.5,1.2,0.5,1.2,37.5,0.1,0.4,20,0.2,0.2,100,0.2,0.3,0.5,0,0.1,0.1,0,0.2,1.9,0,0,0.3,0
Isaiah Mobley,2022,CLE,23,8,5,3,3.3,1.1,0.5,1,50,0.1,0.3,50,0,0,0,0.1,1.3,1.4,0,0,0.1,0,0.3,3.2,0,0,3.1,0
Noah Vonleh,2022,BOS,27,23,17,6,7.5,1.1,0.5,1,45.8,0,0.2,25,0.1,0.1,100,0.8,1.3,2.1,0.3,0.5,0.1,0.3,1.5,4.9,0,0,-0.6,0
Alex Len,2022,SAC,30,13,8,5,3.5,1,0.4,0.8,50,0,0.1,0,0.2,0.3,75,0.3,0.8,1.2,0.4,0.3,0,0,0.7,2.7,0,0,-0.5,0
Chima Moneke,2022,SAC,27,2,1,1,4,1,0.5,1,50,0,0,0,0,1,0,1,0,1,0.5,1,0,0,1,2,0,0,-4.5,0
Kessler Edwards,2022,SAC,22,15,5,10,6,1,0.4,1.7,24,0.1,0.9,15.4,0.1,0.1,50,0.4,0.6,1,0.3,0.3,0.2,0.1,0.2,3.1,0,0,0.1,0
Malcolm Hill,2022,CHI,27,5,4,1,1.8,1,0.4,0.8,50,0.2,0.6,33.3,0,0,0,0,0.6,0.6,0,0,0,0,0.2,1.7,0,0,1.8,0
Mfiondu Kabengele,2022,BOS,25,2,1,1,7,1,0.5,1,50,0,0.5,0,0,0,0,1.5,1,2.5,0,0.5,0,0,1.5,3.5,0,0,-1,0
Justin Jackson,2022,BOS,28,23,15,8,4.7,0.9,0.3,1.2,25.9,0.2,0.9,25,0,0.1,50,0.1,0.7,0.7,0.4,0.1,0.2,0.2,0.3,3.3,0,0,-3.1,0
Jack White,2022,DEN,25,14,12,2,3.1,0.9,0.4,1,35.7,0.1,0.4,16.7,0.1,0.1,100,0.2,0.3,0.5,0,0.1,0.1,0.1,0.4,2,0,0,-2.9,0
Dereon Seabron,2022,NOP,23,5,2,3,2.3,0.8,0.4,1,40,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0.2,1,0,0,2,0
Vince Williams Jr.,2022,MEM,22,9,5,4,5.4,0.8,0.3,1.4,23.1,0.1,1,11.1,0,0,0,0.2,0.6,0.8,0.3,0.1,0.4,0.1,0.7,3.8,0,0,-3,0
JD Davison,2022,BOS,20,6,5,1,2.3,0.7,0.3,1.3,25,0,0.5,0,0,0,0,0,0.3,0.3,0.2,0.2,0.2,0,0,1.7,0,0,-1.7,0
Vernon Carey Jr.,2022,UTA,22,11,8,3,2.6,0.5,0.2,0.7,25,0,0,0,0.2,0.2,100,0.3,0.7,1,0.3,0.2,0.2,0.2,0.5,3.1,0,0,-0.9,0
Devon Dotson,2022,WAS,23,6,1,5,8.9,0.5,0.2,1.7,10,0.2,0.7,25,0,0,0,1,0.7,1.7,1.3,0.5,0.8,0,1.5,6.5,0,0,-0.5,0
Isaiah Todd,2022,WAS,21,4,2,2,3.1,0.5,0.3,1,25,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,-0.8,0
Udonis Haslem,2022,MIA,43,6,3,3,7.9,0.5,0.2,2,8.3,0,0.3,0,0.2,0.3,50,0.7,0.7,1.3,0,0,0.2,0.2,1.3,3.1,0,0,-4.3,0
Thanasis Antetokounmpo,2022,MIL,30,25,17,8,4.1,0.5,0.2,0.8,21.1,0,0.2,0,0.2,0.3,50,0.3,0.7,1,0.2,0.3,0.1,0.1,0.5,2.2,0,0,-2,0
Leandro Bolmaro,2022,UTA,22,14,8,6,4.9,0.4,0.2,1.4,15,0,0.3,0,0,0,0,0.3,0.2,0.5,0.5,0.5,0.2,0.1,0.7,2.1,0,0,0.1,0
John Butler Jr.,2022,POR,20,8,2,6,3.2,0.3,0.1,0.5,25,0,0.4,0,0,0,0,0.1,0.1,0.3,0.1,0,0,0.3,0.3,1.5,0,0,0.5,0
Ryan Arcidiacono,2022,POR,29,13,8,5,2.7,0.2,0.1,0.5,16.7,0.1,0.3,25,0,0,0,0,0.3,0.3,0.2,0.2,0.2,0,0.2,1.1,0,0,-1.4,0
Alondes Williams,2022,BKN,24,1,1,0,5.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,-0.8,0,0,-5,0
Buddy Boeheim,2022,DET,23,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Deonte Burton,2022,SAC,29,2,1,1,3.2,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
Julian Champagnie,2022,SAS,22,2,2,0,3.3,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,1.5,0,0,-2,0
Marko Simonovic,2022,CHI,23,3,1,2,1.5,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,-0.7,0
Michael Foster Jr.,2022,PHI,20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
Sterling Brown,2022,LAL,28,4,2,2,6.1,0,0,1,0,0,0.5,0,0,0,0,0.8,1.3,2,0.5,0,0.8,0,1,5.4,0,0,-1,0
Trevor Keels,2022,NYK,19,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-2,0
Joel Embiid,2021,PHI,28,46,31,15,32.9,29.6,9.5,19.3,49.5,1.3,3.7,36.9,9.2,11.3,81.3,2,9.2,11.2,4.5,3,1,1.4,2.6,54.1,28,2,4.7,1
Giannis Antetokounmpo,2021,MIL,27,49,31,18,32.7,29.4,10.1,18.5,54.7,1.2,3.8,30.9,8,11.1,72.1,1.9,9.3,11.2,6,3.3,1,1.4,3.2,55.8,31,4,6.3,1
Kevin Durant,2021,BKN,33,36,24,12,36.5,29.3,10.5,20.3,52,1.9,5,37.2,6.3,7.1,89.4,0.6,6.9,7.4,5.8,3,0.8,0.9,1.9,49,11,2,3,1
LeBron James,2021,LAL,37,41,21,20,36.8,29.1,11,21.2,52.2,2.8,7.9,35.3,4.2,5.6,74.8,1.1,6.8,7.9,6.5,3.2,1.6,1,2.2,52.8,15,4,-0.7,1
DeMar DeRozan,2021,CHI,32,55,36,19,35.6,28.1,10.3,19.9,51.7,0.6,1.8,34.3,6.9,8,86.6,0.8,4.4,5.2,5.1,2.3,0.9,0.3,2.2,43.3,5,0,4.2,1
